title,author,language,avg_ratings,ratings_count,reviews_count,publisher,publish_year,num_pages,page_format,genres
Phèdre,Jean Racine,French,3.7,20041,649,Larousse,1971.0,55.0,Mass Market Paperback,"['Plays', 'Classics', 'France', 'Theatre', 'Drama', 'Fiction', 'French Literature', 'School', '17th Century', 'Literature']"
Believe Me,Tahereh Mafi,English,4.21,60340,8362,HarperCollins,2021.0,177.0,Paperback,"['Fantasy', 'Dystopia', 'Romance', 'Young Adult', 'Novella', 'Fiction', 'Science Fiction', 'Young Adult Fantasy', 'Paranormal', 'Audiobook']"
Death Note: Another Note - The Los Angeles BB Murder Cases,NisiOisiN,English,4.28,12407,836,VIZ Media,2008.0,176.0,Hardcover,"['Manga', 'Mystery', 'Fiction', 'Light Novel', 'Crime', 'Thriller', 'Fantasy', 'Japanese Literature', 'Young Adult', 'Novels']"
Liberty and Tyranny: A Conservative Manifesto,Mark R. Levin,English,4.17,7538,645,Threshold Editions,2009.0,245.0,Hardcover,"['Politics', 'Nonfiction', 'History', 'Philosophy', 'Political Science', 'American History', 'Economics', 'American', 'Government', 'Audiobook']"
The Particular Sadness of Lemon Cake,Aimee Bender,English,3.24,64037,10732,Knopf Doubleday Publishing Group,2010.0,292.0,Hardcover,"['Fiction', 'Magical Realism', 'Fantasy', 'Contemporary', 'Food', 'Adult Fiction', 'Adult', 'Coming Of Age', 'Literary Fiction', 'Audiobook']"
Independence,Shelly Crane,English,4.3,17738,882,Kiss Me Publications,2014.0,346.0,Kindle Edition,"['Paranormal', 'Young Adult', 'Romance', 'Fantasy', 'Paranormal Romance', 'Supernatural', 'Magic', 'Contemporary', 'New Adult', 'Fiction']"
Babel-17,Samuel R. Delany,English,3.73,16346,1357,Gregg Press,1978.0,192.0,Hardcover,"['Science Fiction', 'Fiction', 'Classics', 'Space Opera', 'Science Fiction Fantasy', 'Speculative Fiction', 'Novels', 'Fantasy', 'Language', 'Space']"
Reboot,Amy Tintera,English,3.89,32522,3759,HarperTeen,2013.0,365.0,Hardcover,"['Young Adult', 'Dystopia', 'Science Fiction', 'Romance', 'Fantasy', 'Zombies', 'Fiction', 'Post Apocalyptic', 'Action', 'Paranormal']"
Orlando Furioso,Ludovico Ariosto,English,4.03,3565,170,Oxford University Press,1999.0,630.0,Paperback,"['Poetry', 'Classics', 'Fantasy', 'Fiction', 'Italian Literature', 'Epic', 'Italy', 'Literature', 'Medieval', '16th Century']"
Himnaríki og helvíti,Jón Kalman Stefánsson,Icelandic,4.17,5211,783,Bjartur,2007.0,214.0,Hardcover,"['Fiction', 'Historical Fiction', 'Contemporary', 'Literary Fiction', 'Scandinavian Literature', 'Literature', 'Novels', 'Roman', 'Historical', 'European Literature']"
Kissing the Witch: Old Tales in New Skins,Emma Donoghue,English,3.89,7707,823,HarperTeen,1999.0,228.0,Paperback,"['Short Stories', 'Fantasy', 'LGBT', 'Fiction', 'Fairy Tales', 'Queer', 'Retellings', 'Young Adult', 'Feminism', 'Lesbian']"
Agnes Grey,Anne Brontë,English,3.7,65284,5051,Penguin Books,1989.0,226.0,Paperback,"['Classics', 'Fiction', 'Romance', '19th Century', 'Victorian', 'Historical Fiction', 'Literature', 'British Literature', 'Classic Literature', 'Historical']"
Лавина,Blaga Dimitrova,Bulgarian,4.45,1500,91,ТИХ-ИВЕЛ,2005.0,336.0,Hardcover,"['Bulgarian Literature', 'Fiction', 'Audiobook', '20th Century', 'Classics', 'Contemporary', 'Bulgaria', 'Unfinished']"
Z for Zachariah,Robert C. O'Brien,English,3.67,15656,1777,Heinemann ed,1976.0,249.0,Hardcover,"['Young Adult', 'Science Fiction', 'Fiction', 'Post Apocalyptic', 'Dystopia', 'Apocalyptic', 'Survival', 'School', 'Teen', 'Classics']"
Me and Mr. Darcy,Alexandra Potter,English,3.22,13229,1409,Ballantine Books,2007.0,356.0,Paperback,"['Chick Lit', 'Romance', 'Fiction', 'Contemporary', 'Adult', 'Contemporary Romance', 'Fantasy', 'Adult Fiction', 'Time Travel', 'Historical Fiction']"
The Girls' Guide to Hunting and Fishing,Melissa Bank,English,3.35,135654,3510,Penguin Books,2005.0,274.0,Mass Market Paperback,"['Fiction', 'Chick Lit', 'Short Stories', 'Contemporary', 'Romance', 'Adult Fiction', 'Humor', 'Adult', 'Novels', 'Coming Of Age']"
Stranger with My Face,Lois Duncan,English,3.9,9428,638,Laurel Leaf Books,1990.0,235.0,Paperback,"['Young Adult', 'Horror', 'Fiction', 'Mystery', 'Thriller', 'Fantasy', 'Paranormal', 'Suspense', 'Teen', 'Supernatural']"
Darkest Mercy,Melissa Marr,English,4.11,33460,1670,Harper,2011.0,327.0,Hardcover,"['Fantasy', 'Young Adult', 'Paranormal', 'Fairies', 'Romance', 'Urban Fantasy', 'Fae', 'Fiction', 'Paranormal Romance', 'Magic']"
Blood Feud,Alyxandra Harvey,English,4.11,13786,562,Bloomsbury US,2010.0,272.0,Hardcover,"['Vampires', 'Young Adult', 'Paranormal', 'Fantasy', 'Romance', 'Paranormal Romance', 'Supernatural', 'Urban Fantasy', 'Fiction', 'Teen']"
The Protestant Ethic and the Spirit of Capitalism,Max Weber,English,3.91,12755,629,Dover Publications,2003.0,320.0,Paperback,"['Sociology', 'Philosophy', 'Nonfiction', 'History', 'Economics', 'Politics', 'Religion', 'Classics', 'Theory', 'Social Science']"
A Great Deliverance,Elizabeth  George,English,4.04,47478,2285,Bantam Books,1989.0,413.0,Mass Market Paperback,"['Mystery', 'Fiction', 'Crime', 'Mystery Thriller', 'Thriller', 'Detective', 'British Literature', 'Suspense', 'Adult', 'Audiobook']"
Min kamp 2,Karl Ove Knausgård,,4.33,19729,1563,Forlaget Oktober AS,2009.0,563.0,Hardcover,"['Fiction', 'Novels', 'Contemporary', 'Literature', 'Scandinavian Literature', 'Biography Memoir', 'Literary Fiction', '21st Century', 'Audiobook', 'Sweden']"
Nerve,Jeanne Ryan,English,3.32,26176,3537,Dial Books,2012.0,304.0,Hardcover,"['Young Adult', 'Thriller', 'Science Fiction', 'Fiction', 'Romance', 'Mystery', 'Contemporary', 'Audiobook', 'Mystery Thriller', 'Suspense']"
The Immortals,Tamora Pierce,English,4.59,8000,97,SFBC,2003.0,657.0,Hardcover,"['Fantasy', 'Young Adult', 'Fiction', 'Magic', 'Science Fiction Fantasy', 'High Fantasy', 'Adventure', 'Young Adult Fantasy', 'Childrens', 'Romance']"
Dark Life,Kat Falls,English,3.9,14583,1759,Scholastic Press,2010.0,304.0,Hardcover,"['Young Adult', 'Science Fiction', 'Dystopia', 'Fantasy', 'Adventure', 'Fiction', 'Middle Grade', 'Post Apocalyptic', 'Teen', 'Mystery']"
Monster High,Lisi Harrison,English,3.69,9722,940,Poppy,2010.0,255.0,Hardcover,"['Fantasy', 'Young Adult', 'Paranormal', 'Vampires', 'Romance', 'Fiction', 'Middle Grade', 'Supernatural', 'Werewolves', 'Childrens']"
Carter Beats the Devil,Glen David Gold,English,4.09,13451,1102,Hyperion,2002.0,483.0,Paperback,"['Fiction', 'Historical Fiction', 'Mystery', 'Historical', 'Magic', 'Fantasy', 'Literature', 'Novels', 'Adventure', 'Literary Fiction']"
Defiance,Shelly Crane,English,4.29,25623,912,"Kiss Me Publications, LLC",2014.0,348.0,Kindle Edition,"['Paranormal', 'Young Adult', 'Romance', 'Fantasy', 'Paranormal Romance', 'Supernatural', 'Magic', 'New Adult', 'Contemporary', 'Fiction']"
Shanna,Kathleen E. Woodiwiss,English,4.14,11786,771,Avon,2000.0,672.0,Paperback,"['Romance', 'Historical Romance', 'Historical', 'Fiction', 'Historical Fiction', 'Adult', 'Adventure', 'Pirates', 'Chick Lit', 'British Literature']"
Promise Me Darkness,Paige Weaver,English,4.07,10192,898,,2013.0,368.0,ebook,"['New Adult', 'Romance', 'Dystopia', 'Contemporary', 'Contemporary Romance', 'Young Adult', 'College', 'Post Apocalyptic', 'Suspense', 'War']"
Warrior Rising,P.C. Cast,English,4.13,5438,288,Berkley Sensation,2008.0,340.0,Paperback,"['Romance', 'Fantasy', 'Mythology', 'Paranormal Romance', 'Paranormal', 'Fiction', 'Magic', 'Greek Mythology', 'Time Travel', 'Adult']"
If You Find Me,Emily  Murdoch,English,4.08,21922,3296,St. Martin's Griffin,2013.0,256.0,Hardcover,"['Young Adult', 'Contemporary', 'Fiction', 'Mystery', 'Realistic Fiction', 'Abuse', 'Audiobook', 'Teen', 'Family', 'Survival']"
The Good Soldiers,David Finkel,English,4.22,8092,915,Sarah Crichton Books,2009.0,287.0,Hardcover,"['Nonfiction', 'War', 'History', 'Military Fiction', 'Military History', 'Politics', 'Journalism', 'Biography', 'American History', 'Memoir']"
The Chosen,J.R. Ward,English,4.31,25181,2624,Ballantine Books,2017.0,544.0,ebook,"['Paranormal', 'Romance', 'Vampires', 'Paranormal Romance', 'Fantasy', 'Urban Fantasy', 'Adult', 'Fiction', 'Erotica', 'Supernatural']"
Frozen Charlotte,Alex Bell,English,4.22,9651,1529,Stripes Publishing,2015.0,342.0,Paperback,"['Horror', 'Young Adult', 'Mystery', 'Paranormal', 'Thriller', 'Fantasy', 'Fiction', 'Ghosts', 'Contemporary', 'Supernatural']"
Fable,Adrienne Young,English,4.06,75604,11252,Wednesday Books,2020.0,357.0,Hardcover,"['Fantasy', 'Young Adult', 'Romance', 'Pirates', 'Young Adult Fantasy', 'Fiction', 'Adventure', 'Audiobook', 'Fantasy Romance', 'High Fantasy']"
Betrayal In Black,Mark M. Bello,English,4.31,414,24,,,,Kindle Edition,['Fiction']
Wicked,Sara Shepard,English,3.97,49860,1866,HarperTeen,2008.0,312.0,Library Binding,"['Young Adult', 'Mystery', 'Fiction', 'Contemporary', 'Chick Lit', 'Romance', 'Thriller', 'Teen', 'Mystery Thriller', 'Realistic Fiction']"
Dark Challenge,Christine Feehan,English,4.25,22676,526,Love Spell,2000.0,390.0,Mass Market Paperback,"['Paranormal Romance', 'Paranormal', 'Romance', 'Vampires', 'Fantasy', 'Dark', 'Fiction', 'Adult', 'Urban Fantasy', 'Supernatural']"
Wall and Piece,Banksy,English,3.85,222715,973,Century,2006.0,240.0,Paperback,"['Art', 'Nonfiction', 'Politics', 'Street Art', 'Art Design', 'Photography', 'Design', 'Reference', 'Graffiti', 'Art History']"
The Happiness Hypothesis: Finding Modern Truth in Ancient Wisdom,Jonathan Haidt,English,4.1,36750,2315,Basic Books,2006.0,297.0,Paperback,"['Psychology', 'Nonfiction', 'Philosophy', 'Self Help', 'Science', 'Personal Development', 'Audiobook', 'Spirituality', 'Religion', 'Business']"
"Gone, Baby, Gone",Dennis Lehane,English,4.15,37271,1983,William Morrow Paperbacks,1999.0,412.0,Mass Market Paperback,"['Mystery', 'Fiction', 'Thriller', 'Crime', 'Mystery Thriller', 'Suspense', 'Detective', 'Noir', 'Audiobook', 'Novels']"
The Force of Wind,Elizabeth   Hunter,English,4.29,13559,561,"Recurve Press, LLC",2012.0,334.0,ebook,"['Paranormal', 'Fantasy', 'Vampires', 'Romance', 'Urban Fantasy', 'Paranormal Romance', 'Mystery', 'Adult', 'Supernatural', 'Fiction']"
Death of Kings,Bernard Cornwell,English,4.3,28585,1203,HarperCollins,2011.0,335.0,Hardcover,"['Historical Fiction', 'Fiction', 'Historical', 'Medieval', 'Fantasy', 'War', 'Adventure', 'British Literature', 'Audiobook', 'Action']"
Letter to His Father,Franz Kafka,Multiple languages,3.97,27269,2549,Schocken,1987.0,127.0,Paperback,"['Classics', 'Nonfiction', 'Biography', 'German Literature', 'Literature', 'Memoir', '20th Century', 'Czech Literature', 'Psychology', 'Audiobook']"
A Sound of Thunder,Ray Bradbury,English,4.1,6459,627,http://www.scaryforkids.com/,,15.0,ebook,"['Short Stories', 'Science Fiction', 'Classics', 'Fiction', 'Time Travel', 'School', 'Fantasy', 'Read For School', 'Adventure', 'Dystopia']"
All of Me,Kevine Walcott,English,4.44,132,5,Independently Published,2019.0,38.0,Paperback,"['Short Stories', 'Science Fiction', 'Classics', 'Fiction', 'Time Travel', 'School', 'Fantasy', 'Read For School', 'Adventure', 'Dystopia']"
102 Minutes: The Untold Story of the Fight to Survive Inside the Twin Towers,Jim Dwyer,English,4.28,10239,1228,Times Books,2006.0,337.0,Paperback,"['Nonfiction', 'History', 'American History', 'True Crime', 'Terrorism', 'Survival', 'Biography', 'Historical', 'Audiobook', 'War']"
The Custom of the Country,Edith Wharton,English,4.05,12765,1421,Penguin Books,2006.0,370.0,Paperback,"['Classics', 'Fiction', 'Historical Fiction', 'American', 'Literature', 'Novels', '20th Century', 'New York', 'Literary Fiction', 'Classic Literature']"
Carrion Comfort,Dan Simmons,English,3.9,21998,1390,Warner Books,1990.0,884.0,Mass Market Paperback,"['Horror', 'Fiction', 'Fantasy', 'Vampires', 'Thriller', 'Science Fiction', 'Paranormal', 'Supernatural', 'Historical Fiction', 'Suspense']"
Beatrice and Virgil,Yann Martel,English,3.17,20904,3237,Spiegel & Grau,2010.0,213.0,Hardcover,"['Fiction', 'Canada', 'Animals', 'Holocaust', 'Contemporary', 'Novels', 'Adult Fiction', 'Literary Fiction', 'Literature', 'Adult']"
Music of the Heart,Katie Ashley,English,3.99,35394,2368,Smashwords,2013.0,369.0,ebook,"['Romance', 'New Adult', 'Music', 'Contemporary', 'Contemporary Romance', 'Musicians', 'Erotica', 'Adult', 'Chick Lit', 'Fiction']"
Promise of Blood,Brian  McClellan,English,4.14,52480,3798,Orbit,2013.0,545.0,Hardcover,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Steampunk', 'Magic', 'Adult', 'Science Fiction Fantasy', 'Military Fiction', 'Audiobook']"
Venus in Furs,Leopold von Sacher-Masoch,English,3.64,13093,1116,Penguin Classics,2000.0,160.0,Paperback,"['Classics', 'Fiction', 'Erotica', 'Romance', 'German Literature', 'Literature', '19th Century', 'Sexuality', 'BDSM', 'Novels']"
The Varieties of Religious Experience,William  James,English,4.0,11827,568,Adamant Media Corporation,2000.0,519.0,Paperback,"['Philosophy', 'Religion', 'Psychology', 'Nonfiction', 'Spirituality', 'Classics', 'Science', 'Theology', 'History', 'Mysticism']"
The Fate of Ten,Pittacus Lore,English,4.3,36864,2493,HarperCollins,2015.0,409.0,Kindle Edition,"['Young Adult', 'Fantasy', 'Science Fiction', 'Fiction', 'Aliens', 'Adventure', 'Paranormal', 'Action', 'Audiobook', 'Dystopia']"
Ozma of Oz,L. Frank Baum,English,3.95,24486,1181,Reilly & Britton,1907.0,126.0,Paperback,"['Fantasy', 'Classics', 'Childrens', 'Fiction', 'Young Adult', 'Adventure', 'Middle Grade', 'Juvenile', 'Audiobook', 'Magic']"
The Girl with the Louding Voice,Abi Daré,English,4.44,132625,14525,Dutton Books,2020.0,371.0,Hardcover,"['Fiction', 'Contemporary', 'Africa', 'Audiobook', 'Feminism', 'Literary Fiction', 'Nigeria', 'Adult', 'Coming Of Age', 'Book Club']"
You'd Be Home Now,Kathleen Glasgow,English,4.24,22194,2630,Delacorte Press,2021.0,387.0,Hardcover,"['Young Adult', 'Mental Health', 'Contemporary', 'Fiction', 'Realistic Fiction', 'Mental Illness', 'Young Adult Contemporary', 'Family', 'Audiobook', 'Teen']"
The Scarlet Thread,Francine Rivers,English,4.18,31691,1131,Living Books,2000.0,462.0,Paperback,"['Christian Fiction', 'Fiction', 'Christian', 'Historical Fiction', 'Romance', 'Contemporary', 'Novels', 'Historical', 'Inspirational', 'Adult']"
Shadow of the Moon,M.M. Kaye,English,4.23,4327,329,Bantam Books,1980.0,803.0,Paperback,"['Historical Fiction', 'Fiction', 'India', 'Romance', 'Historical', 'Historical Romance', 'Adventure', '19th Century', 'Adult', 'Novels']"
"Audrey, Wait!",Robin Benway,English,3.76,14672,1288,Razorbill,2008.0,313.0,Hardcover,"['Young Adult', 'Contemporary', 'Romance', 'Music', 'Fiction', 'Realistic Fiction', 'Teen', 'Chick Lit', 'Humor', 'Young Adult Contemporary']"
The Ship Who Sang,Anne McCaffrey,English,4.03,25041,552,Del Rey,1985.0,256.0,Mass Market Paperback,"['Science Fiction', 'Fantasy', 'Fiction', 'Science Fiction Fantasy', 'Space Opera', 'Romance', 'Space', 'Speculative Fiction', 'Young Adult', 'Classics']"
Drown,Junot Díaz,English,4.02,34996,2591,Riverhead Books,1997.0,208.0,Paperback,"['Short Stories', 'Fiction', 'Contemporary', 'Literary Fiction', 'Literature', 'Latin American', 'Adult Fiction', 'Coming Of Age', 'Audiobook', 'American']"
Hexed,Kevin Hearne,English,4.22,60548,2994,Del Rey,2011.0,296.0,Mass Market Paperback,"['Fantasy', 'Urban Fantasy', 'Paranormal', 'Fiction', 'Magic', 'Mythology', 'Vampires', 'Audiobook', 'Supernatural', 'Witches']"
Den of Vipers,K.A. Knight,English,3.58,94397,13180,,2020.0,654.0,Kindle Edition,"['Reverse Harem', 'Romance', 'Dark', 'Contemporary', 'Fantasy', 'Adult', 'Erotica', 'Fiction', 'BDSM', 'New Adult']"
The Tin Roof Blowdown,James Lee Burke,English,4.18,14054,923,Simon & Schuster,2007.0,384.0,Hardcover,"['Mystery', 'Fiction', 'Crime', 'Thriller', 'Mystery Thriller', 'Detective', 'Audiobook', 'Southern', 'Suspense', 'Historical Fiction']"
Hymns of The Church of Jesus Christ of Latter-day Saints,The Church of Jesus Christ of Latter-day Saints,English,4.66,6939,106,The Church of Jesus Christ of Latter-Day Saints,1985.0,434.0,Hardcover,"['Religion', 'Lds', 'Music', 'Nonfiction', 'Church', 'Inspirational', 'Reference', 'Spirituality', 'Poetry', 'Mormonism']"
Tennis Shoes Among the Nephites,Chris Heimerdinger,English,4.0,16723,824,Covenant Communications,1999.0,268.0,Paperback,"['Lds', 'Lds Fiction', 'Fantasy', 'Young Adult', 'Fiction', 'Religion', 'Historical Fiction', 'Adventure', 'Church', 'Time Travel']"
Flirt,Laurell K. Hamilton,English,3.74,34566,1217,Berkley,2010.0,192.0,Hardcover,"['Urban Fantasy', 'Vampires', 'Paranormal', 'Fantasy', 'Paranormal Romance', 'Romance', 'Fiction', 'Horror', 'Supernatural', 'Shapeshifters']"
Absolute Power,David Baldacci,English,4.19,102619,2260,Pan,2003.0,550.0,Paperback,"['Fiction', 'Thriller', 'Mystery', 'Suspense', 'Crime', 'Mystery Thriller', 'Audiobook', 'Politics', 'Action', 'Novels']"
The Teeth of the Tiger,Tom Clancy,English,3.71,24724,716,Penguin Books Ltd.,2004.0,625.0,Paperback,"['Fiction', 'Thriller', 'Action', 'Espionage', 'Military Fiction', 'Adventure', 'Mystery', 'Suspense', 'Mystery Thriller', 'Spy Thriller']"
The Shadow Queen,Anne Bishop,English,4.34,12639,372,Roc,2009.0,429.0,Hardcover,"['Fantasy', 'Romance', 'Magic', 'Fiction', 'Dark Fantasy', 'High Fantasy', 'Science Fiction Fantasy', 'Paranormal', 'Witches', 'Paranormal Romance']"
Last Man Standing,David Baldacci,English,4.06,49948,1051,Warners Visions Books,2002.0,640.0,Mass Market Paperback,"['Fiction', 'Thriller', 'Mystery', 'Suspense', 'Crime', 'Mystery Thriller', 'Audiobook', 'Action', 'Adventure', 'Detective']"
Song of Myself,Walt Whitman,English,4.16,14036,629,Digireads.com,2006.0,80.0,Paperback,"['Poetry', 'Classics', 'Fiction', 'School', 'Literature', 'American', 'Read For School', '19th Century', 'College', 'The United States Of America']"
Fever,Maya Banks,English,3.98,53328,2674,Berkley,2013.0,416.0,Paperback,"['Romance', 'Erotica', 'BDSM', 'Contemporary Romance', 'Contemporary', 'Erotic Romance', 'Adult', 'Menage', 'Fiction', 'New Adult']"
Feminism Is for Everybody: Passionate Politics,bell hooks,English,4.15,21403,1932,South End Press,2000.0,123.0,Paperback,"['Nonfiction', 'Politics', 'Feminism', 'Gender', 'Social Justice', 'Womens', 'Philosophy', 'Gender Studies', 'Sociology', 'Race']"
The Palace of Dreams,Ismail Kadare,English,3.97,4138,424,Arcade Publishing,1998.0,205.0,Paperback,"['Fiction', 'Fantasy', 'Albanian Literature', 'Dystopia', 'Literature', 'Classics', 'Novels', 'Science Fiction', 'Historical Fiction', 'Literary Fiction']"
The Changeling,Zilpha Keatley Snyder,English,4.18,1476,150,iUniverse,2004.0,228.0,Paperback,"['Fiction', 'Young Adult', 'Fantasy', 'Childrens', 'Juvenile', 'Middle Grade', 'Magic', 'Novels', 'Coming Of Age', 'Classics']"
3rd Degree,James Patterson,English,4.05,87536,2591,Grand Central Publishing,2005.0,339.0,Paperback,"['Mystery', 'Fiction', 'Crime', 'Thriller', 'Suspense', 'Mystery Thriller', 'Murder Mystery', 'Audiobook', 'Detective', 'Adult']"
Espedair Street,Iain Banks,English,3.89,7534,284,"Little, Brown",2001.0,256.0,Hardcover,"['Fiction', 'Contemporary', 'Music', 'Scotland', 'Novels', 'Thriller', 'Modern', 'Banks', 'Literature', 'Literary Fiction']"
The Grass Crown,Colleen McCullough,English,4.32,11948,348,Avon,1992.0,1104.0,Mass Market Paperback,"['Historical Fiction', 'Fiction', 'Historical', 'Roman', 'Italy', 'Ancient History', 'Ancient', 'Novels', 'Literature', 'War']"
"Sun and Moon, Ice and Snow",Jessica Day George,English,3.98,21847,2102,Bloomsbury USA Childrens,2008.0,336.0,Hardcover,"['Fantasy', 'Young Adult', 'Fairy Tales', 'Romance', 'Retellings', 'Fiction', 'Fairy Tale Retellings', 'Magic', 'Adventure', 'Young Adult Fantasy']"
Tempting the Best Man,J. Lynn,English,3.69,34053,2142,Indulgence (Entangled),2012.0,172.0,ebook,"['Romance', 'Contemporary', 'Contemporary Romance', 'Adult', 'New Adult', 'Chick Lit', 'Erotica', 'Fiction', 'Humor', 'Audiobook']"
"A Severe Mercy: A Story of Faith, Tragedy, and Triumph",Sheldon Vanauken,English,4.27,19741,1466,HarperOne,2009.0,240.0,Paperback,"['Nonfiction', 'Christian', 'Biography', 'Memoir', 'Christianity', 'Faith', 'Religion', 'Spirituality', 'Theology', 'Biography Memoir']"
The Fever Series,Karen Marie Moning,English,4.63,6446,440,Dell,2012.0,2032.0,ebook,"['Fantasy', 'Urban Fantasy', 'Paranormal', 'Romance', 'Paranormal Romance', 'Fae', 'Adult', 'Supernatural', 'Fiction', 'Fantasy Romance']"
The Golem,Gustav Meyrink,English,3.85,7348,588,Dedalus,2000.0,264.0,Paperback,"['Horror', 'Fiction', 'Classics', 'Fantasy', 'Gothic', 'German Literature', 'Czech Literature', 'Literature', 'Mystery', 'Novels']"
Move the Sun,Susan Fanetti,English,3.79,7559,740,Susan Fanetti,2014.0,252.0,Kindle Edition,"['Romance', 'Contemporary', 'Contemporary Romance', 'Erotica', 'Military Fiction', 'Adult', 'Suspense', 'Romantic Suspense', 'Erotic Romance', 'Motorcycle']"
Ghosts,Henrik Ibsen,English,3.82,15872,640,Neeland Media,2007.0,48.0,Paperback,"['Plays', 'Classics', 'Drama', 'Fiction', 'Theatre', '19th Century', 'Scandinavian Literature', 'Literature', 'School', 'Tragedy']"
Rich People Problems,Kevin Kwan,English,3.95,157418,10393,Doubleday,2017.0,398.0,Hardcover,"['Fiction', 'Romance', 'Contemporary', 'Chick Lit', 'Audiobook', 'Adult', 'Humor', 'Asia', 'Adult Fiction', 'Asian Literature']"
Little Earthquakes,Jennifer Weiner,English,3.78,88823,2643,Pocket Star Books,2006.0,557.0,Paperback,"['Chick Lit', 'Fiction', 'Romance', 'Contemporary', 'Adult', 'Adult Fiction', 'Humor', 'Womens Fiction', 'Audiobook', 'Novels']"
Private,Kate Brian,English,3.78,19042,1132,Simon & Schuster Books for Young Readers,2006.0,227.0,Paperback,"['Young Adult', 'Mystery', 'Contemporary', 'Fiction', 'Romance', 'Chick Lit', 'Boarding School', 'Teen', 'Realistic Fiction', 'High School']"
The Claiming of Sleeping Beauty,A.N. Roquelaure,English,3.24,54805,5037,Plume,1999.0,253.0,Paperback,"['Erotica', 'Fantasy', 'Fiction', 'Romance', 'BDSM', 'Adult', 'Fairy Tales', 'Dark', 'Retellings', 'Adult Fiction']"
Crocodile on the Sandbank,Elizabeth Peters,English,4.0,71410,5239,Mysterious Press,2010.0,262.0,Kindle Edition,"['Mystery', 'Historical Fiction', 'Fiction', 'Historical', 'Egypt', 'Romance', 'Historical Mystery', 'Adventure', 'Cozy Mystery', 'Audiobook']"
Big Fish,Daniel Wallace,English,3.68,21605,2193,Pocket,2004.0,192.0,Paperback,"['Fiction', 'Fantasy', 'Magical Realism', 'Contemporary', 'Adult Fiction', 'Humor', 'Adult', 'Media Tie In', 'Novels', 'Literature']"
The Three Sisters,Anton Chekhov,English,3.72,20948,854,Dover Publications,1993.0,81.0,Paperback,"['Plays', 'Classics', 'Drama', 'Russia', 'Fiction', 'Russian Literature', 'Theatre', 'Literature', '20th Century', 'School']"
The Last Summer,Ann Brashares,English,3.59,31622,2713,Riverhead Books,2007.0,306.0,Hardcover,"['Fiction', 'Chick Lit', 'Romance', 'Young Adult', 'Contemporary', 'Adult', 'Adult Fiction', 'Realistic Fiction', 'Audiobook', 'Coming Of Age']"
Shadow,Laurann Dohner,English,4.23,15007,633,Ellora's Cave,2012.0,210.0,ebook,"['Paranormal', 'Romance', 'Paranormal Romance', 'Erotica', 'Shapeshifters', 'Fantasy', 'Science Fiction', 'Adult', 'Contemporary', 'Erotic Romance']"
Exercises in Style,Raymond Queneau,English,4.06,10794,922,New Directions,1981.0,204.0,Paperback,"['Fiction', 'France', 'Short Stories', 'Writing', 'Classics', 'French Literature', 'Literature', 'Poetry', '20th Century', 'Language']"
Rage of the Fallen,Joseph   Delaney,English,4.25,13922,395,Greenwillow Books,2011.0,416.0,Hardcover,"['Fantasy', 'Young Adult', 'Horror', 'Fiction', 'Magic', 'Paranormal', 'Witches', 'Adventure', 'Middle Grade', 'Teen']"
Phaedo,Plato,English,4.07,13154,598,Oxford University Press,1993.0,144.0,Paperback,"['Philosophy', 'Classics', 'Nonfiction', 'Ancient', 'History', 'School', 'Ancient History', 'Greece', 'Death', 'Religion']"
Loamhedge,Brian Jacques,English,3.94,10636,183,Firebird,2005.0,432.0,Paperback,"['Fantasy', 'Fiction', 'Young Adult', 'Animals', 'Childrens', 'Adventure', 'Middle Grade', 'High Fantasy', 'Science Fiction Fantasy', 'Animal Fiction']"
Cinder & Ella,Kelly Oram,English,4.22,33016,4272,Bluefields,2014.0,254.0,ebook,"['Romance', 'Young Adult', 'Contemporary', 'New Adult', 'Retellings', 'Contemporary Romance', 'Chick Lit', 'Fiction', 'High School', 'Audiobook']"
The Case for Faith: A Journalist Investigates the Toughest Objections to Christianity,Lee Strobel,English,4.24,35036,607,Zondervan,2000.0,300.0,Paperback,"['Christian', 'Nonfiction', 'Religion', 'Christianity', 'Theology', 'Faith', 'Spirituality', 'Christian Non Fiction', 'Christian Living', 'Philosophy']"
The Trouble with Being Born,Emil M. Cioran,English,4.12,7574,853,Arcade Publishing,1998.0,212.0,Paperback,"['Philosophy', 'Nonfiction', 'Classics', 'Essays', 'France', 'Romanian Literature', 'Romania', 'Psychology', '20th Century', 'Theory']"
Heartless,Sara Shepard,English,4.04,41823,1531,Harper Teen,2010.0,274.0,Hardcover,"['Young Adult', 'Mystery', 'Fiction', 'Contemporary', 'Chick Lit', 'Romance', 'Thriller', 'Mystery Thriller', 'Realistic Fiction', 'Teen']"
Remember,Karen Kingsbury,English,4.41,22619,533,Tyndale House Publishers,2003.0,409.0,Paperback,"['Christian Fiction', 'Christian', 'Fiction', 'Romance', 'Christian Romance', 'Inspirational', 'Adult Fiction', 'Drama', 'Contemporary', 'Faith']"
The Princess,Lori Wick,English,4.14,13117,767,Harvest House Publishers,2006.0,294.0,Paperback,"['Christian Fiction', 'Romance', 'Christian', 'Fiction', 'Christian Romance', 'Contemporary', 'Contemporary Romance', 'Historical Fiction', 'Adult', 'Chick Lit']"
