title,author,language,avg_ratings,ratings_count,reviews_count,publisher,publish_year,num_pages,page_format,genres
The Liars' Club,Mary Karr,English,3.93,66268,3520,Penguin Books,2005.0,320.0,Paperback,"['Memoir', 'Nonfiction', 'Biography', 'Biography Memoir', 'Autobiography', 'Coming Of Age', 'Book Club', 'Southern', 'Adult', 'Womens']"
Scorpia Rising,Anthony Horowitz,English,4.29,32723,1208,Philomel Books,2011.0,416.0,Hardcover,"['Young Adult', 'Adventure', 'Fiction', 'Espionage', 'Mystery', 'Action', 'Thriller', 'Childrens', 'Middle Grade', 'Crime']"
Legacy,Susan  Kay,English,4.14,3032,215,Avon Books,1987.0,647.0,Paperback,"['Historical Fiction', 'Historical', 'Fiction', 'British Literature', 'Tudor Period', '16th Century', 'Romance', 'Adult Fiction', 'Elizabethan Period', 'Fantasy']"
Falling Under,Gwen Hayes,English,3.78,16544,1322,New American Library,2011.0,324.0,Paperback,"['Young Adult', 'Paranormal', 'Fantasy', 'Romance', 'Demons', 'Paranormal Romance', 'Supernatural', 'Mythology', 'Urban Fantasy', 'Magic']"
The Moomins and the Great Flood,Tove Jansson,English,4.03,16159,864,Schildts,2006.0,52.0,Hardcover,"['Fantasy', 'Childrens', 'Fiction', 'Classics', 'Finnish Literature', 'Middle Grade', 'Adventure', 'Swedish Literature', 'Scandinavian Literature', 'Audiobook']"
Skipping Christmas,John Grisham,English,3.54,70984,6167,Arrow,2004.0,198.0,Paperback,"['Fiction', 'Christmas', 'Humor', 'Holiday', 'Contemporary', 'Adult', 'Audiobook', 'Adult Fiction', 'Comedy', 'Book Club']"
Andersonville,MacKinlay Kantor,English,4.11,7824,379,Plume,1993.0,766.0,Paperback,"['Historical Fiction', 'Fiction', 'Civil War', 'War', 'Classics', 'American Civil War', 'Historical', 'American History', 'Military Fiction', 'Banned Books']"
Seven Minutes in Heaven,Sara Shepard,English,4.19,9328,1019,HarperTeen,2013.0,371.0,Hardcover,"['Young Adult', 'Mystery', 'Contemporary', 'Romance', 'Fiction', 'Thriller', 'Chick Lit', 'Mystery Thriller', 'Teen', 'Suspense']"
The Prince of Thieves,Alexandre Dumas,English,4.02,17231,172,Neuer Kaiser,2001.0,224.0,Hardcover,"['Classics', 'Fiction', 'Adventure', 'Historical Fiction', 'French Literature', 'Literature', 'Historical', 'France', 'Novels', 'Fantasy']"
Frostblood,Elly Blake,English,3.84,32523,3839,"Little, Brown",2017.0,376.0,Hardcover,"['Fantasy', 'Young Adult', 'Romance', 'Young Adult Fantasy', 'Magic', 'High Fantasy', 'Fiction', 'Paranormal', 'Adventure', 'Audiobook']"
Geekerella,Ashley Poston,English,3.92,61286,11443,Quirk Books,2017.0,320.0,Hardcover,"['Young Adult', 'Romance', 'Contemporary', 'Retellings', 'Fiction', 'Audiobook', 'Young Adult Contemporary', 'Fairy Tales', 'Contemporary Romance', 'Realistic Fiction']"
"The Hidden Life of Trees: What They Feel, How They Communicate: Discoveries from a Secret World",Peter Wohlleben,English,4.07,65544,7980,Greystone Books,2016.0,272.0,Hardcover,"['Nonfiction', 'Science', 'Nature', 'Environment', 'Audiobook', 'Biology', 'Ecology', 'Plants', 'Natural History', 'Unfinished']"
The Checklist Manifesto: How to Get Things Right,Atul Gawande,English,4.03,64132,5481,Metropolitan Books,2009.0,208.0,Hardcover,"['Nonfiction', 'Business', 'Self Help', 'Productivity', 'Medicine', 'Medical', 'Science', 'Psychology', 'Personal Development', 'Management']"
Time of the Twins,Margaret Weis,English,4.17,35130,526,Wizards of the Coast,2004.0,389.0,Kindle Edition,"['Fantasy', 'Dragonlance', 'Fiction', 'High Fantasy', 'Science Fiction Fantasy', 'Epic Fantasy', 'Dragons', 'Dungeons and Dragons', 'Magic', 'Adventure']"
Chicka Chicka Boom Boom,Bill Martin Jr.,English,4.25,158095,4952,Beach Lane Books,2000.0,32.0,Paperback,"['Picture Books', 'Childrens', 'Fiction', 'Poetry', 'Classics', 'Storytime', 'Kids', 'Humor', 'School', 'Juvenile']"
Heaven,V.C. Andrews,English,4.04,23852,798,Pocket Books,1990.0,440.0,Paperback,"['Fiction', 'Young Adult', 'Horror', 'Romance', 'Gothic', 'Drama', 'Mystery', 'Thriller', 'Contemporary', 'Chick Lit']"
Robots and Empire,Isaac Asimov,English,4.21,31105,995,Voyager,1996.0,512.0,Mass Market Paperback,"['Science Fiction', 'Fiction', 'Science Fiction Fantasy', 'Robots', 'Classics', 'Mystery', 'Novels', 'Fantasy', 'Space Opera', 'Speculative Fiction']"
The Secret of Crickley Hall,James Herbert,English,3.91,9109,765,Macmillan Pub Ltd,2006.0,600.0,Hardcover,"['Horror', 'Fiction', 'Thriller', 'Ghosts', 'Paranormal', 'Supernatural', 'Mystery', 'Fantasy', 'Ghost Stories', 'Audiobook']"
The King of Elfland's Daughter,Lord Dunsany,English,3.83,7238,768,Del Rey,1999.0,240.0,Paperback,"['Fantasy', 'Classics', 'Fiction', 'Fairy Tales', 'High Fantasy', 'Romance', 'Science Fiction Fantasy', 'Novels', 'Literature', 'Epic Fantasy']"
Breathe,Sarah Crossan,English,3.69,17633,1873,Greenwillow,2012.0,373.0,Hardcover,"['Dystopia', 'Young Adult', 'Science Fiction', 'Romance', 'Post Apocalyptic', 'Fantasy', 'Fiction', 'Adventure', 'Teen', 'Survival']"
نصف ميت دفن حيًا,حسن الجندي,Arabic,3.96,10555,1093,دار أكتب للنشر و التوزيع,2013.0,326.0,Paperback,"['Horror', 'Novels', 'Fiction', 'Fantasy', 'Crime', 'Thriller', 'Audiobook', 'Mystery', 'Paranormal', 'Social']"
Adultery,Paulo Coelho,English,3.08,54210,4926,Knopf,2014.0,272.0,Hardcover,"['Fiction', 'Romance', 'Novels', 'Contemporary', 'Philosophy', 'Literature', 'Adult', 'Audiobook', 'Love', 'Adult Fiction']"
Fire and Hemlock,Diana Wynne Jones,English,3.97,10240,958,Greenwillow Books,2002.0,420.0,Hardcover,"['Fantasy', 'Young Adult', 'Fiction', 'Romance', 'Fairy Tales', 'Childrens', 'Magic', 'Urban Fantasy', 'Young Adult Fantasy', 'Retellings']"
The Target,David Baldacci,English,4.13,52841,3032,Grand Central Publishing,2014.0,420.0,Hardcover,"['Thriller', 'Fiction', 'Mystery', 'Suspense', 'Action', 'Audiobook', 'Mystery Thriller', 'Crime', 'Espionage', 'Adventure']"
Dark Reunion,L.J. Smith,English,3.5,27176,1006,HarperCollins Publishers,1999.0,311.0,Paperback,"['Young Adult', 'Vampires', 'Fantasy', 'Romance', 'Paranormal', 'Fiction', 'Paranormal Romance', 'Supernatural', 'Urban Fantasy', 'Horror']"
Fear Nothing,Dean Koontz,English,4.0,36794,1190,Bantam Books,1998.0,448.0,Mass Market Paperback,"['Horror', 'Fiction', 'Thriller', 'Mystery', 'Suspense', 'Science Fiction', 'Fantasy', 'Mystery Thriller', 'Paranormal', 'Romance']"
Heart on a Chain,Cindy C. Bennett,English,4.03,17177,1039,,2011.0,322.0,Kindle Edition,"['Young Adult', 'Romance', 'Abuse', 'Contemporary', 'High School', 'Realistic Fiction', 'Contemporary Romance', 'Young Adult Romance', 'New Adult', 'Chick Lit']"
Hana,Lauren Oliver,English,3.63,23538,1947,HarperCollins Publishers,2012.0,64.0,ebook,"['Dystopia', 'Young Adult', 'Short Stories', 'Novella', 'Romance', 'Fantasy', 'Fiction', 'Science Fiction', 'Post Apocalyptic', 'Teen']"
The Madman's Daughter,Megan Shepherd,English,3.67,23801,3747,Balzer + Bray,2013.0,420.0,Hardcover,"['Young Adult', 'Historical Fiction', 'Horror', 'Fantasy', 'Mystery', 'Historical', 'Romance', 'Science Fiction', 'Fiction', 'Retellings']"
Until You,Judith McNaught,English,4.12,21633,885,Corgi,1995.0,430.0,Paperback,"['Historical Romance', 'Romance', 'Historical', 'Historical Fiction', 'Regency', 'Fiction', 'Adult', 'Regency Romance', 'Chick Lit', 'British Literature']"
Nothing to Lose,Lee Child,English,3.93,64787,3038,Delacorte Press,2008.0,416.0,Hardcover,"['Thriller', 'Fiction', 'Mystery', 'Crime', 'Action', 'Suspense', 'Mystery Thriller', 'Audiobook', 'Adventure', 'Detective']"
The Wretched of the Earth,Frantz Fanon,English,4.3,23902,1314,Grove Press,2005.0,320.0,Paperback,"['Nonfiction', 'Politics', 'History', 'Philosophy', 'Theory', 'Race', 'Africa', 'Psychology', 'Sociology', 'Classics']"
Fatelessness,Imre Kertész,English,4.07,10776,930,Vintage International,2004.0,262.0,Paperback,"['Fiction', 'Historical Fiction', 'Holocaust', 'Hungary', 'Nobel Prize', 'Hungarian Literature', 'Classics', 'War', 'World War II', 'Literature']"
Beautiful You,Chuck Palahniuk,English,3.03,17410,2325,Doubleday,2014.0,240.0,Hardcover,"['Fiction', 'Humor', 'Contemporary', 'Science Fiction', 'Horror', 'Adult', 'Thriller', 'Adult Fiction', 'Audiobook', 'Novels']"
Lesson II,Julie Mannino,English,4.56,9,5,,2023.0,67.0,Kindle Edition,"['Fantasy', 'M M Romance', 'Romance', 'College', 'Dark Fantasy']"
Full Tilt,Neal Shusterman,English,3.9,8457,945,Simon  Schuster Books for Young Readers,2004.0,208.0,Paperback,"['Horror', 'Young Adult', 'Fantasy', 'Thriller', 'Fiction', 'Adventure', 'Paranormal', 'Mystery', 'Supernatural', 'Suspense']"
Velocity,Dean Koontz,English,3.87,62721,2179,Bantam,2006.0,460.0,Mass Market Paperback,"['Horror', 'Thriller', 'Fiction', 'Mystery', 'Suspense', 'Crime', 'Mystery Thriller', 'Adult', 'Audiobook', 'Novels']"
Changeless,Gail Carriger,English,3.99,45170,4139,Hatchette Book Group,2010.0,389.0,Mass Market Paperback,"['Steampunk', 'Fantasy', 'Paranormal', 'Romance', 'Vampires', 'Urban Fantasy', 'Fiction', 'Historical Fiction', 'Mystery', 'Historical']"
Shalador's Lady,Anne Bishop,English,4.37,11534,335,Roc,2010.0,476.0,Hardcover,"['Fantasy', 'Romance', 'Fiction', 'Magic', 'Dark Fantasy', 'High Fantasy', 'Science Fiction Fantasy', 'Paranormal', 'Witches', 'Fantasy Romance']"
The Rowan,Anne McCaffrey,English,4.05,16991,495,Random House Value Publishing,1992.0,336.0,Hardcover,"['Science Fiction', 'Fantasy', 'Fiction', 'Science Fiction Fantasy', 'Romance', 'Space Opera', 'Paranormal', 'Adult', 'Space', 'Aliens']"
"Bone, Vol. 2: The Great Cow Race",Jeff Smith,English,4.29,16736,924,Scholastic Inc.,2005.0,132.0,Paperback,"['Graphic Novels', 'Comics', 'Fantasy', 'Fiction', 'Humor', 'Young Adult', 'Adventure', 'Graphic Novels Comics', 'Middle Grade', 'Childrens']"
Up from the Grave,Jeaniene Frost,English,4.27,31898,2618,Avon,2014.0,372.0,Mass Market Paperback,"['Vampires', 'Urban Fantasy', 'Paranormal', 'Paranormal Romance', 'Romance', 'Fantasy', 'Adult', 'Demons', 'Ghosts', 'Supernatural']"
Consumed,Skyla Madi,English,4.07,14843,822,Limitless Publishing LLC,2013.0,422.0,Kindle Edition,"['Romance', 'Fighters', 'Sports', 'New Adult', 'Contemporary Romance', 'Mixed Martial Arts', 'Contemporary', 'Sports Romance', 'Erotica', 'Adult']"
Lullabies,Lang Leav,English,3.98,26687,1863,Andrews McMeel Publishing,2014.0,248.0,Paperback,"['Poetry', 'Romance', 'Contemporary', 'Fiction', 'Young Adult', 'Adult', 'Love']"
If I Was Your Girl,Meredith Russo,English,3.99,38289,5658,Flatiron Books,2016.0,280.0,Hardcover,"['Young Adult', 'LGBT', 'Contemporary', 'Romance', 'Fiction', 'Queer', 'Realistic Fiction', 'Transgender', 'Audiobook', 'Young Adult Contemporary']"
Dreams of Leaving,Rupert Thomson,English,3.81,488,29,Bloomsbury Publishing Plc,1996.0,448.0,Paperback,"['Fiction', 'Novels', 'Literary Fiction', 'Literature']"
Samantha's Revenge,Andrew R.  Williams,,4.41,205,17,"Wings Epress, Incorporated",2017.0,436.0,Paperback,"['Fiction', 'Epic', 'Drama', 'Novels', 'Contemporary']"
"So Long, See You Tomorrow",William Maxwell,English,3.92,11311,1680,Harvill,1998.0,135.0,Paperback,"['Fiction', 'Historical Fiction', 'Classics', 'Literary Fiction', 'Novels', 'American', 'Literature', 'Novella', 'Coming Of Age', '20th Century']"
High Noon,Nora Roberts,English,4.02,29601,1181,Putnam,2007.0,480.0,Hardcover,"['Romance', 'Romantic Suspense', 'Mystery', 'Fiction', 'Suspense', 'Contemporary Romance', 'Contemporary', 'Thriller', 'Adult', 'Chick Lit']"
The Sunflower: On the Possibilities and Limits of Forgiveness,Simon Wiesenthal,English,4.12,8629,817,Schocken Books (NY),1998.0,303.0,Paperback,"['Nonfiction', 'Holocaust', 'Philosophy', 'History', 'Religion', 'Memoir', 'World War II', 'Spirituality', 'Biography', 'School']"
The Wall,Jean-Paul Sartre,English,4.07,23908,870,Hesperus Press,2005.0,183.0,Paperback,"['Philosophy', 'Fiction', 'Short Stories', 'Classics', 'France', 'French Literature', 'Literature', 'Novels', '20th Century', 'Psychology']"
Herzog,Saul Bellow,English,3.76,20803,1350,Penguin Classics,2003.0,371.0,Paperback,"['Fiction', 'Classics', 'Literature', 'Novels', 'American', 'Nobel Prize', '20th Century', 'Jewish', 'Literary Fiction', 'Modern Classics']"
Rainbow Valley,L.M. Montgomery,English,4.01,47417,1958,Bantam Books,1985.0,225.0,Paperback,"['Classics', 'Fiction', 'Young Adult', 'Historical Fiction', 'Childrens', 'Canada', 'Historical', 'Audiobook', 'Middle Grade', 'Romance']"
Tikki Tikki Tembo,Arlene Mosel,English,4.2,64250,1070,Square Fish,2007.0,48.0,Paperback,"['Picture Books', 'Childrens', 'Fiction', 'Classics', 'China', 'Cultural', 'Folklore', 'Asia', 'Kids', 'Juvenile']"
The Goddess Hunt,Aimee Carter,English,3.79,9402,540,Harlequin Teen,2012.0,92.0,ebook,"['Mythology', 'Young Adult', 'Fantasy', 'Romance', 'Greek Mythology', 'Paranormal', 'Short Stories', 'Novella', 'Fiction', 'Urban Fantasy']"
Marie Antoinette: The Journey,Antonia Fraser,English,3.92,36318,1327,Anchor,2006.0,512.0,Paperback,"['History', 'Biography', 'Nonfiction', 'France', 'Historical', 'Biography Memoir', 'French Revolution', '18th Century', 'European History', 'Audiobook']"
You Had Me At Hello,Mhairi McFarlane,English,3.79,30695,2386,Avon,2012.0,436.0,Paperback,"['Romance', 'Chick Lit', 'Contemporary', 'Fiction', 'Contemporary Romance', 'Adult', 'Humor', 'Adult Fiction', 'Love', 'British Literature']"
Relentless,Karen  Lynch,English,4.29,24356,1903,Karen Lynch,2013.0,288.0,Kindle Edition,"['Fantasy', 'Paranormal', 'Vampires', 'Young Adult', 'Romance', 'Paranormal Romance', 'Demons', 'Urban Fantasy', 'Fae', 'Supernatural']"
Home,Toni Morrison,English,3.81,23312,2967,Knopf,2012.0,147.0,Hardcover,"['Fiction', 'Historical Fiction', 'African American', 'Literary Fiction', 'War', 'Novels', 'Literature', 'Audiobook', 'Classics', 'Contemporary']"
Possessing the Secret of Joy,Alice Walker,English,4.09,15110,712,Washington Square Press,2005.0,288.0,Paperback,"['Fiction', 'Feminism', 'African American', 'Africa', 'Classics', 'Historical Fiction', 'Literature', 'Novels', 'Literary Fiction', 'Womens']"
Beyond Tuesday Morning,Karen Kingsbury,English,4.34,10831,384,Zondervan,2004.0,320.0,Paperback,"['Christian Fiction', 'Christian', 'Fiction', 'Romance', 'Historical Fiction', 'Adult Fiction', 'Inspirational', 'Contemporary', 'Christian Romance', 'Adult']"
A Course in Miracles,Foundation for Inner Peace,English,4.18,31260,664,Viking Penguin,1996.0,1312.0,Hardcover,"['Spirituality', 'Nonfiction', 'Self Help', 'Philosophy', 'Personal Development', 'Religion', 'Psychology', 'New Age', 'Reference', 'Inspirational']"
Bidadari Bidadari Surga,Tere Liye,Indonesian,4.32,7998,636,Republika,2008.0,365.0,Paperback,"['Novels', 'Fiction', 'Indonesian Literature', 'Family', 'Romance', 'Drama', 'Love', 'Adult', 'Asian Literature', 'Inspirational']"
Everwild,Neal Shusterman,English,4.21,13308,1000,Simon & Schuster Books for Young Readers,2009.0,432.0,Hardcover,"['Fantasy', 'Young Adult', 'Paranormal', 'Fiction', 'Supernatural', 'Ghosts', 'Adventure', 'Science Fiction', 'Death', 'Romance']"
Black Elk Speaks: Being the Life Story of a Holy Man of the Oglala Sioux,John G. Neihardt,English,4.12,16724,905,Bison Books,2004.0,270.0,Paperback,"['History', 'Nonfiction', 'Biography', 'Memoir', 'Religion', 'Spirituality', 'Philosophy', 'Anthropology', 'Biography Memoir', 'Native Americans']"
Freedom from the Known,J. Krishnamurti,English,4.29,10124,734,HarperOne ,2009.0,124.0,Paperback,"['Philosophy', 'Spirituality', 'Nonfiction', 'Psychology', 'Self Help', 'Religion', 'Personal Development', 'Buddhism', 'Eastern Philosophy', 'India']"
Sometimes It Lasts,Abbi Glines,English,4.26,27372,1479,Simon Pulse,2013.0,288.0,Kindle Edition,"['Romance', 'New Adult', 'Contemporary', 'Contemporary Romance', 'Young Adult', 'College', 'Sports', 'Chick Lit', 'Audiobook', 'Adult']"
Saving Grace,Julie Garwood,English,4.26,27603,1090,Pocket Books,1994.0,407.0,Paperback,"['Historical Romance', 'Romance', 'Historical', 'Medieval', 'Historical Fiction', 'Fiction', 'Medieval Romance', 'Scotland', 'Adult', 'Humor']"
The Queen,Kiera Cass,English,3.84,46382,3032,HarperTeen Impulse,2014.0,72.0,ebook,"['Young Adult', 'Romance', 'Dystopia', 'Fantasy', 'Novella', 'Fiction', 'Short Stories', 'Audiobook', 'Science Fiction', 'Teen']"
Improbable,Adam Fawer,English,4.14,14987,444,HarperTorch,2006.0,464.0,Mass Market Paperback,"['Fiction', 'Science Fiction', 'Thriller', 'Roman', 'Novels', 'Mystery', 'Suspense', 'American', 'Literature', 'Adventure']"
My Best Friend's Brother,M.J. Thompson,English,3.47,721,72,BLVNP Incorporated,2014.0,445.0,Kindle Edition,"['Romance', 'Young Adult']"
The Five Gates of Hell,Rupert Thomson,English,3.68,472,23,Vintage,1992.0,384.0,Paperback,"['Novels', 'Contemporary', 'Literary Fiction', 'Horror', 'Fiction']"
Ark Angel,Anthony Horowitz,English,4.12,45903,1304,Speak,2007.0,352.0,Paperback,"['Young Adult', 'Fiction', 'Adventure', 'Mystery', 'Espionage', 'Action', 'Thriller', 'Childrens', 'Middle Grade', 'Teen']"
The Violent Bear It Away,Flannery O'Connor,English,4.08,12955,1252,"Farrar, Straus and Giroux",1960.0,256.0,Paperback,"['Fiction', 'Classics', 'Southern Gothic', 'Novels', 'Literature', 'Gothic', 'Southern', 'American', 'Literary Fiction', 'Religion']"
A Bright Shining Lie: John Paul Vann and America in Vietnam,Neil Sheehan,English,4.23,11462,462,Vintage,1989.0,896.0,Paperback,"['History', 'Nonfiction', 'War', 'Biography', 'American History', 'Military Fiction', 'Military History', 'Politics', 'Asia', 'American']"
Ignorance,Milan Kundera,French,3.8,22070,1715,Harper Perennial,2003.0,195.0,Paperback,"['Fiction', 'Novels', 'Czech Literature', 'Literature', 'Philosophy', 'Classics', 'France', 'Contemporary', 'Romance', 'European Literature']"
So Much Closer,Susane Colasanti,English,3.68,9550,669,Viking Juvenile,2011.0,256.0,Hardcover,"['Young Adult', 'Romance', 'Contemporary', 'Realistic Fiction', 'Chick Lit', 'Fiction', 'High School', 'Teen', 'Young Adult Romance', 'Contemporary Romance']"
A Perfect Blood,Kim Harrison,English,4.38,36492,1997,HarperVoyager,2012.0,438.0,Hardcover,"['Urban Fantasy', 'Fantasy', 'Paranormal', 'Vampires', 'Supernatural', 'Witches', 'Demons', 'Paranormal Romance', 'Magic', 'Fiction']"
Meant to Be,Lauren Morrill,English,3.7,16396,2126,Delacorte Books for Young Readers,2012.0,292.0,Hardcover,"['Young Adult', 'Romance', 'Contemporary', 'Chick Lit', 'Realistic Fiction', 'Young Adult Contemporary', 'Fiction', 'Travel', 'Contemporary Romance', 'Young Adult Romance']"
Jackaby,William Ritter,English,3.83,29051,5077,Algonquin Young Readers,2014.0,299.0,Hardcover,"['Fantasy', 'Mystery', 'Young Adult', 'Historical Fiction', 'Paranormal', 'Historical', 'Fiction', 'Supernatural', 'Mystery Thriller', 'Audiobook']"
Eleanor Oliphant Is Completely Fine,Gail Honeyman,English,4.25,1106994,88972,HarperCollins GB,2018.0,390.0,Paperback,"['Fiction', 'Contemporary', 'Audiobook', 'Mental Health', 'Adult', 'Adult Fiction', 'Romance', 'Book Club', 'Literary Fiction', 'Novels']"
The Singing Creek Where the Willows Grow,Opal Whiteley,English,4.25,884,160,Penguin Books,1995.0,384.0,Paperback,"['Nonfiction', 'Biography', 'Memoir', 'Nature', 'Biography Memoir', 'History', 'Autobiography', 'Environment', 'American', 'Poetry']"
Byzantium,Stephen R. Lawhead,English,4.2,4975,366,Harper Voyager,1997.0,870.0,Mass Market Paperback,"['Historical Fiction', 'Fiction', 'Fantasy', 'Historical', 'Christian', 'Christian Fiction', 'Adventure', 'Medieval', 'Novels', 'Ireland']"
Ireland,Frank Delaney,English,4.04,10795,1496,Avon,2006.0,651.0,Paperback,"['Historical Fiction', 'Fiction', 'Ireland', 'Irish Literature', 'Historical', 'Audiobook', 'Travel', 'Literature', 'Adult', 'Adult Fiction']"
Take a Thief,Mercedes Lackey,English,4.15,13551,236,DAW,2002.0,435.0,Mass Market Paperback,"['Fantasy', 'Fiction', 'Science Fiction Fantasy', 'Magic', 'Young Adult', 'High Fantasy', 'Epic Fantasy', 'Adult', 'Adventure', 'Horses']"
